Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 2 100 users:bzm - HTTP2 Sampler,100,14,12,23,1.68,0.000%,2.02020,4.96,0.00,2514.0
TOTAL,100,14,12,23,1.68,0.000%,2.02020,4.96,0.00,2514.0
