Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 2 500 users:bzm - HTTP2 Sampler,500,12,10,25,2.37,0.000%,5.01002,12.30,0.00,2514.0
TOTAL,500,12,10,25,2.37,0.000%,5.01002,12.30,0.00,2514.0
