Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 100 users:bzm - HTTP2 Sampler,1000,13,10,49,2.21,0.000%,20.14302,48.19,0.00,2449.7
TOTAL,1000,13,10,49,2.21,0.000%,20.14302,48.19,0.00,2449.7
