Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 100 users:bzm - HTTP2 Sampler,1000,10,8,24,1.37,0.000%,20.16373,48.32,0.00,2454.0
TOTAL,1000,10,8,24,1.37,0.000%,20.16373,48.32,0.00,2454.0
