Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 100 users:bzm - HTTP2 Sampler,1000,11,8,24,1.81,0.000%,20.15641,48.22,0.00,2449.7
TOTAL,1000,11,8,24,1.81,0.000%,20.15641,48.22,0.00,2449.7
