Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 1000 users:bzm - HTTP2 Sampler,10000,10,8,28,1.04,0.000%,99.99900,239.23,0.00,2449.7
TOTAL,10000,10,8,28,1.04,0.000%,99.99900,239.23,0.00,2449.7
