Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 100 users:bzm - HTTP2 Sampler,100,13,11,21,1.69,0.000%,2.01996,4.84,0.00,2452.0
TOTAL,100,13,11,21,1.69,0.000%,2.01996,4.84,0.00,2452.0
