Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 500 users:bzm - HTTP2 Sampler,500,13,11,23,1.72,0.000%,5.00927,11.78,0.00,2409.0
TOTAL,500,13,11,23,1.72,0.000%,5.00927,11.78,0.00,2409.0
