Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 500 users:bzm - HTTP2 Sampler,500,14,12,24,1.77,0.000%,5.01007,12.00,0.00,2452.0
TOTAL,500,14,12,24,1.77,0.000%,5.01007,12.00,0.00,2452.0
