Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 500 users:bzm - HTTP2 Sampler,500,15,13,30,1.80,0.000%,5.00932,11.99,0.00,2452.0
TOTAL,500,15,13,30,1.80,0.000%,5.00932,11.99,0.00,2452.0
