Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 100 users:bzm - HTTP2 Sampler,100,14,12,23,1.78,0.000%,2.01988,4.75,0.00,2409.0
TOTAL,100,14,12,23,1.78,0.000%,2.01988,4.75,0.00,2409.0
