Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 1.1 100 users:bzm - HTTP2 Sampler,1000,9,7,30,1.62,0.000%,20.16861,51.78,0.00,2629.0
TOTAL,1000,9,7,30,1.62,0.000%,20.16861,51.78,0.00,2629.0
