Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 2 1000 users:bzm - HTTP2 Sampler,10000,9,7,32,1.63,0.000%,99.98800,245.48,0.00,2514.0
TOTAL,10000,9,7,32,1.63,0.000%,99.98800,245.48,0.00,2514.0
