Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 1000 users:bzm - HTTP2 Sampler,10000,13,10,37,2.11,0.000%,99.96301,239.56,0.00,2454.0
TOTAL,10000,13,10,37,2.11,0.000%,99.96301,239.56,0.00,2454.0
