Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 1.1 100 users:bzm - HTTP2 Sampler,1000,9,6,36,2.22,0.000%,20.16373,49.50,0.00,2514.0
TOTAL,1000,9,6,36,2.22,0.000%,20.16373,49.50,0.00,2514.0
