Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 2 1000 users:bzm - HTTP2 Sampler,10000,8,5,20,1.30,0.000%,100.02200,256.79,0.00,2629.0
TOTAL,10000,8,5,20,1.30,0.000%,100.02200,256.79,0.00,2629.0
