Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 1.1 100 users:bzm - HTTP2 Sampler,1000,9,6,25,1.89,0.000%,20.16414,51.77,0.00,2629.0
TOTAL,1000,9,6,25,1.89,0.000%,20.16414,51.77,0.00,2629.0
