Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 100 users:bzm - HTTP2 Sampler,1000,12,10,25,2.12,0.000%,20.15276,48.21,0.00,2449.7
TOTAL,1000,12,10,25,2.12,0.000%,20.15276,48.21,0.00,2449.7
