Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 1000 users:bzm - HTTP2 Sampler,10000,11,8,22,1.49,0.000%,99.98800,239.20,0.00,2449.7
TOTAL,10000,11,8,22,1.49,0.000%,99.98800,239.20,0.00,2449.7
