Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 1000 users:bzm - HTTP2 Sampler,10000,9,7,19,1.29,0.000%,100.01600,239.27,0.00,2449.7
TOTAL,10000,9,7,19,1.29,0.000%,100.01600,239.27,0.00,2449.7
