Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 1000 users:bzm - HTTP2 Sampler,10000,12,8,34,2.01,0.000%,99.98000,239.18,0.00,2449.7
TOTAL,10000,12,8,34,2.01,0.000%,99.98000,239.18,0.00,2449.7
