Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 500 users:bzm - HTTP2 Sampler,500,18,15,32,1.72,0.000%,5.00917,11.76,0.00,2405.0
TOTAL,500,18,15,32,1.72,0.000%,5.00917,11.76,0.00,2405.0
