Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 100 users:bzm - HTTP2 Sampler,100,22,16,32,4.06,0.000%,2.01955,4.74,0.00,2405.0
TOTAL,100,22,16,32,4.06,0.000%,2.01955,4.74,0.00,2405.0
