Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 1.1 1000 users:bzm - HTTP2 Sampler,10000,10,8,32,1.23,0.000%,100.00100,245.51,0.00,2514.0
TOTAL,10000,10,8,32,1.23,0.000%,100.00100,245.51,0.00,2514.0
