Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 2 100 users:bzm - HTTP2 Sampler,1000,8,6,20,1.42,0.000%,20.17146,51.79,0.00,2629.0
TOTAL,1000,8,6,20,1.42,0.000%,20.17146,51.79,0.00,2629.0
