Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 1.1 100 users:bzm - HTTP2 Sampler,1000,10,8,26,1.42,0.000%,20.15641,49.49,0.00,2514.0
TOTAL,1000,10,8,26,1.42,0.000%,20.15641,49.49,0.00,2514.0
