Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 100 users:bzm - HTTP2 Sampler,100,14,12,22,1.67,0.000%,2.02024,4.84,0.00,2452.0
TOTAL,100,14,12,22,1.67,0.000%,2.02024,4.84,0.00,2452.0
