Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 500 users:bzm - HTTP2 Sampler,500,18,15,34,2.06,0.000%,5.00927,11.77,0.00,2407.0
TOTAL,500,18,15,34,2.06,0.000%,5.00927,11.77,0.00,2407.0
