Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 500 users:bzm - HTTP2 Sampler,500,12,10,21,1.12,0.000%,5.00942,12.00,0.00,2452.0
TOTAL,500,12,10,21,1.12,0.000%,5.00942,12.00,0.00,2452.0
