Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 100 users:bzm - HTTP2 Sampler,100,13,10,19,1.42,0.000%,2.01967,4.84,0.00,2452.0
TOTAL,100,13,10,19,1.42,0.000%,2.01967,4.84,0.00,2452.0
