Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 500 users:bzm - HTTP2 Sampler,500,15,12,27,1.88,0.000%,5.00892,11.78,0.00,2409.0
TOTAL,500,15,12,27,1.88,0.000%,5.00892,11.78,0.00,2409.0
