Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 1000 users:bzm - HTTP2 Sampler,10000,10,7,24,1.44,0.000%,100.00800,239.67,0.00,2454.0
TOTAL,10000,10,7,24,1.44,0.000%,100.00800,239.67,0.00,2454.0
