Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 100 users:bzm - HTTP2 Sampler,1000,11,8,23,1.72,0.000%,20.15398,48.21,0.00,2449.7
TOTAL,1000,11,8,23,1.72,0.000%,20.15398,48.21,0.00,2449.7
