Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 1.1 100 users:bzm - HTTP2 Sampler,1000,10,8,21,1.50,0.000%,20.15763,51.75,0.00,2629.0
TOTAL,1000,10,8,21,1.50,0.000%,20.15763,51.75,0.00,2629.0
