Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Java HTTP 1.1 1000 users:bzm - HTTP2 Sampler,10000,8,5,24,1.39,0.000%,100.01800,256.78,0.00,2629.0
TOTAL,10000,8,5,24,1.39,0.000%,100.01800,256.78,0.00,2629.0
