Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 2 100 users:bzm - HTTP2 Sampler,1000,10,8,24,1.37,0.000%,20.16007,49.49,0.00,2514.0
TOTAL,1000,10,8,24,1.37,0.000%,20.16007,49.49,0.00,2514.0
