Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 1000 users:bzm - HTTP2 Sampler,10000,11,8,22,1.43,0.000%,99.98600,239.61,0.00,2454.0
TOTAL,10000,11,8,22,1.43,0.000%,99.98600,239.61,0.00,2454.0
