Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 2 500 users:bzm - HTTP2 Sampler,500,11,10,18,1.11,0.000%,5.00942,12.85,0.00,2627.0
TOTAL,500,11,10,18,1.11,0.000%,5.00942,12.85,0.00,2627.0
