Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 2 100 users:bzm - HTTP2 Sampler,100,11,9,20,1.32,0.000%,2.01959,4.96,0.00,2514.0
TOTAL,100,11,9,20,1.32,0.000%,2.01959,4.96,0.00,2514.0
