Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 1.1 500 users:bzm - HTTP2 Sampler,500,14,11,48,4.28,0.000%,5.00912,12.30,0.00,2514.0
TOTAL,500,14,11,48,4.28,0.000%,5.00912,12.30,0.00,2514.0
