Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 1.1 100 users:bzm - HTTP2 Sampler,100,16,14,24,2.10,0.000%,2.01967,5.18,0.00,2627.0
TOTAL,100,16,14,24,2.10,0.000%,2.01967,5.18,0.00,2627.0
