Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 2 500 users:bzm - HTTP2 Sampler,500,14,12,23,1.57,0.000%,5.00932,12.30,0.00,2514.0
TOTAL,500,14,12,23,1.57,0.000%,5.00932,12.30,0.00,2514.0
