Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Springboot HTTP 1.1 500 users:bzm - HTTP2 Sampler,500,11,10,21,1.32,0.000%,5.00947,12.30,0.00,2514.0
TOTAL,500,11,10,21,1.32,0.000%,5.00947,12.30,0.00,2514.0
