Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 2 1000 users:bzm - HTTP2 Sampler,10000,13,9,46,2.51,0.000%,99.98000,239.18,0.00,2449.7
TOTAL,10000,13,9,46,2.51,0.000%,99.98000,239.18,0.00,2449.7
