Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 1000 users:bzm - HTTP2 Sampler,10000,11,9,37,2.18,0.000%,99.98000,239.60,0.00,2454.0
TOTAL,10000,11,9,37,2.18,0.000%,99.98000,239.60,0.00,2454.0
