Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Ballerina HTTP 1.1 100 users:bzm - HTTP2 Sampler,1000,10,8,33,2.11,0.000%,20.15723,48.31,0.00,2454.0
TOTAL,1000,10,8,33,2.11,0.000%,20.15723,48.31,0.00,2454.0
